period,party,label_l2,label_l3,meeting_count,mention_count
2024-Q3,국민의힘,재난·안전,복구지원,2,112
2024-Q3,국민의힘,재난·안전,비상대비,2,36
2024-Q3,국민의힘,재난·안전,안전및재난,5,544
2024-Q3,국민의힘,정부혁신·행정지원,국가적중장기과제추진·지원,1,102
2024-Q3,국민의힘,정부혁신·행정지원,정부의전,3,119
2024-Q3,국민의힘,정부혁신·행정지원,정부혁신,3,334
2024-Q3,국민의힘,정부혁신·행정지원,조직관리,2,225
2024-Q3,국민의힘,지방재정·기타,지방세,1,152
2024-Q3,국민의힘,지방재정·기타,지방재정,1,72
2024-Q3,국민의힘,지방행정,지방행정,1,232
2024-Q3,국민의힘,지방행정,지역균형발전,2,257
2024-Q3,기본소득당,재난·안전,국민안전행정지원,2,103
2024-Q3,기본소득당,재난·안전,복구지원,1,17
2024-Q3,기본소득당,재난·안전,안전및재난,2,89
2024-Q3,기본소득당,정부혁신·행정지원,국가적중장기과제추진·지원,1,23
2024-Q3,기본소득당,정부혁신·행정지원,정부의전,1,7
2024-Q3,기본소득당,정부혁신·행정지원,조직관리,1,28
2024-Q3,더불어민주당,인공지능·디지털 정부,전자정부,1,26
2024-Q3,더불어민주당,재난·안전,국민안전행정지원,7,1135
2024-Q3,더불어민주당,재난·안전,복구지원,2,246
2024-Q3,더불어민주당,재난·안전,비상대비,2,100
2024-Q3,더불어민주당,재난·안전,안전및재난,5,1705
2024-Q3,더불어민주당,정부혁신·행정지원,국가적중장기과제추진·지원,2,457
2024-Q3,더불어민주당,정부혁신·행정지원,정부의전,3,326
2024-Q3,더불어민주당,정부혁신·행정지원,정부혁신,3,538
2024-Q3,더불어민주당,정부혁신·행정지원,조직관리,4,905
2024-Q3,더불어민주당,지방재정·기타,지방세,1,247
2024-Q3,더불어민주당,지방재정·기타,지방재정,1,117
2024-Q3,더불어민주당,지방행정,지방행정,1,377
2024-Q3,더불어민주당,지방행정,지역균형발전,2,382
2024-Q3,미분류,인공지능·디지털 정부,전자정부,1,10
2024-Q3,미분류,재난·안전,국민안전행정지원,6,875
2024-Q3,미분류,재난·안전,복구지원,2,72
2024-Q3,미분류,재난·안전,비상대비,2,44
2024-Q3,미분류,재난·안전,안전및재난,4,1450
2024-Q3,미분류,정부혁신·행정지원,국가적중장기과제추진·지원,2,522
2024-Q3,미분류,정부혁신·행정지원,정부의전,3,233
2024-Q3,미분류,정부혁신·행정지원,정부혁신,3,185
2024-Q3,미분류,정부혁신·행정지원,조직관리,2,822
2024-Q3,미분류,지방재정·기타,지방세,1,95
2024-Q3,미분류,지방재정·기타,지방재정,1,45
2024-Q3,미분류,지방행정,지방행정,1,145
2024-Q3,미분류,지방행정,지역균형발전,2,105
2024-Q3,조국혁신당,인공지능·디지털 정부,전자정부,1,2
2024-Q3,조국혁신당,재난·안전,국민안전행정지원,3,47
2024-Q3,조국혁신당,재난·안전,복구지원,2,5
2024-Q3,조국혁신당,재난·안전,비상대비,1,4
2024-Q3,조국혁신당,재난·안전,안전및재난,4,97
2024-Q3,조국혁신당,정부혁신·행정지원,국가적중장기과제추진·지원,1,29
2024-Q3,조국혁신당,정부혁신·행정지원,정부의전,2,9
2024-Q3,조국혁신당,정부혁신·행정지원,정부혁신,1,36
2024-Q3,조국혁신당,정부혁신·행정지원,조직관리,2,32
2024-Q3,조국혁신당,지방재정·기타,지방세,1,19
2024-Q3,조국혁신당,지방재정·기타,지방재정,1,9
2024-Q3,조국혁신당,지방행정,지방행정,1,29
2024-Q3,조국혁신당,지방행정,지역균형발전,1,19
2024-Q4,국민의힘,인공지능·디지털 정부,국가기록물,1,15
2024-Q4,국민의힘,인공지능·디지털 정부,전자정부,2,68
2024-Q4,국민의힘,재난·안전,국민안전행정지원,2,88
2024-Q4,국민의힘,재난·안전,복구지원,1,5
2024-Q4,국민의힘,재난·안전,비상대비,2,82
2024-Q4,국민의힘,재난·안전,안전및재난,2,682
2024-Q4,국민의힘,정부혁신·행정지원,국가적중장기과제추진·지원,1,15
2024-Q4,국민의힘,정부혁신·행정지원,정부의전,2,140
2024-Q4,국민의힘,정부혁신·행정지원,정부혁신,8,716
2024-Q4,국민의힘,정부혁신·행정지원,조직관리,2,46
2024-Q4,국민의힘,정부혁신·행정지원,청사관리,1,5
2024-Q4,국민의힘,지방재정·기타,이북5도,1,5
2024-Q4,국민의힘,지방재정·기타,지방세,3,7475
2024-Q4,국민의힘,지방재정·기타,지방재정,5,993
2024-Q4,국민의힘,지방행정,지방행정,4,609
2024-Q4,국민의힘,지방행정,지역균형발전,2,106
2024-Q4,기본소득당,재난·안전,비상대비,1,109
2024-Q4,기본소득당,정부혁신·행정지원,정부의전,1,21
2024-Q4,기본소득당,정부혁신·행정지원,정부혁신,3,69
2024-Q4,기본소득당,지방재정·기타,지방세,1,19
2024-Q4,기본소득당,지방재정·기타,지방재정,1,21
2024-Q4,기본소득당,지방행정,지방행정,1,1
2024-Q4,더불어민주당,인공지능·디지털 정부,국가기록물,1,39
2024-Q4,더불어민주당,인공지능·디지털 정부,전자정부,2,241
2024-Q4,더불어민주당,재난·안전,국민안전행정지원,3,294
2024-Q4,더불어민주당,재난·안전,복구지원,1,13
2024-Q4,더불어민주당,재난·안전,비상대비,2,1335
2024-Q4,더불어민주당,재난·안전,안전및재난,2,2458
2024-Q4,더불어민주당,정부혁신·행정지원,국가적중장기과제추진·지원,1,39
2024-Q4,더불어민주당,정부혁신·행정지원,정부의전,2,310
2024-Q4,더불어민주당,정부혁신·행정지원,정부혁신,10,2073
2024-Q4,더불어민주당,정부혁신·행정지원,조직관리,2,248
2024-Q4,더불어민주당,정부혁신·행정지원,청사관리,1,13
2024-Q4,더불어민주당,지방재정·기타,이북5도,1,13
2024-Q4,더불어민주당,지방재정·기타,지방세,4,56537
2024-Q4,더불어민주당,지방재정·기타,지방재정,5,5828
2024-Q4,더불어민주당,지방행정,지방행정,4,2487
2024-Q4,더불어민주당,지방행정,지역균형발전,2,297
2024-Q4,미분류,인공지능·디지털 정부,전자정부,1,27
2024-Q4,미분류,재난·안전,국민안전행정지원,1,27
2024-Q4,미분류,재난·안전,비상대비,1,1125
2024-Q4,미분류,재난·안전,안전및재난,1,288
2024-Q4,미분류,정부혁신·행정지원,정부의전,1,273
2024-Q4,미분류,정부혁신·행정지원,정부혁신,4,1073
2024-Q4,미분류,정부혁신·행정지원,조직관리,1,54
2024-Q4,미분류,지방재정·기타,지방세,3,39934
2024-Q4,미분류,지방재정·기타,지방재정,5,3739
2024-Q4,미분류,지방행정,지방행정,3,789
2024-Q4,미분류,지방행정,지역균형발전,1,9
2024-Q4,조국혁신당,인공지능·디지털 정부,전자정부,1,3
2024-Q4,조국혁신당,재난·안전,국민안전행정지원,1,3
2024-Q4,조국혁신당,재난·안전,비상대비,1,98
2024-Q4,조국혁신당,재난·안전,안전및재난,1,32
2024-Q4,조국혁신당,정부혁신·행정지원,정부의전,1,16
2024-Q4,조국혁신당,정부혁신·행정지원,정부혁신,3,61
2024-Q4,조국혁신당,정부혁신·행정지원,조직관리,1,6
2024-Q4,조국혁신당,지방재정·기타,지방재정,2,26
2024-Q4,조국혁신당,지방행정,지방행정,1,13
2024-Q4,조국혁신당,지방행정,지역균형발전,1,1
2025-Q1,국민의힘,재난·안전,국민안전행정지원,2,514
2025-Q1,국민의힘,재난·안전,안전및재난,2,276
2025-Q1,국민의힘,정부혁신·행정지원,정부혁신,2,295
2025-Q1,국민의힘,지방재정·기타,지방재정,2,503
2025-Q1,국민의힘,지방행정,지방행정,2,938
2025-Q1,국민의힘,지방행정,지역균형발전,2,1151
2025-Q1,기본소득당,재난·안전,안전및재난,1,22
2025-Q1,기본소득당,정부혁신·행정지원,정부의전,1,6
2025-Q1,기본소득당,정부혁신·행정지원,정부혁신,1,50
2025-Q1,더불어민주당,재난·안전,국민안전행정지원,2,1560
2025-Q1,더불어민주당,재난·안전,안전및재난,2,1019
2025-Q1,더불어민주당,정부혁신·행정지원,정부의전,1,10
2025-Q1,더불어민주당,정부혁신·행정지원,정부혁신,2,747
2025-Q1,더불어민주당,지방재정·기타,지방재정,2,1500
2025-Q1,더불어민주당,지방행정,지방행정,2,2940
2025-Q1,더불어민주당,지방행정,지역균형발전,2,3480
2025-Q1,미분류,재난·안전,국민안전행정지원,2,866
2025-Q1,미분류,재난·안전,안전및재난,2,817
2025-Q1,미분류,정부혁신·행정지원,정부혁신,2,825
2025-Q1,미분류,지방재정·기타,지방재정,2,821
2025-Q1,미분류,지방행정,지방행정,2,1673
2025-Q1,미분류,지방행정,지역균형발전,2,1926
2025-Q1,조국혁신당,재난·안전,국민안전행정지원,1,72
2025-Q1,조국혁신당,재난·안전,안전및재난,1,31
2025-Q1,조국혁신당,정부혁신·행정지원,정부혁신,1,21
2025-Q1,조국혁신당,지방재정·기타,지방재정,1,72
2025-Q1,조국혁신당,지방행정,지방행정,1,126
2025-Q1,조국혁신당,지방행정,지역균형발전,1,162
2025-Q2,국민의힘,지방재정·기타,지방재정,1,411
2025-Q2,기본소득당,재난·안전,국민안전행정지원,1,9
2025-Q2,기본소득당,지방재정·기타,지방재정,1,107
2025-Q2,기본소득당,지방행정,지역균형발전,1,3
2025-Q2,더불어민주당,재난·안전,국민안전행정지원,1,25
2025-Q2,더불어민주당,지방재정·기타,지방재정,1,706
2025-Q2,더불어민주당,지방행정,지역균형발전,1,3
2025-Q2,미분류,재난·안전,국민안전행정지원,1,26
2025-Q2,미분류,지방재정·기타,지방재정,1,655
2025-Q2,조국혁신당,지방재정·기타,지방재정,1,34
2025-Q3,국민의힘,인공지능·디지털 정부,국가기록물,1,8
2025-Q3,국민의힘,인공지능·디지털 정부,전자정부,1,1
2025-Q3,국민의힘,재난·안전,국민안전행정지원,1,15
2025-Q3,국민의힘,재난·안전,복구지원,2,205
2025-Q3,국민의힘,재난·안전,안전및재난,3,378
2025-Q3,국민의힘,정부혁신·행정지원,국가적중장기과제추진·지원,2,307
2025-Q3,국민의힘,정부혁신·행정지원,정부의전,4,2540
2025-Q3,국민의힘,정부혁신·행정지원,정부혁신,6,2978
2025-Q3,국민의힘,정부혁신·행정지원,조직관리,1,1
2025-Q3,국민의힘,지방재정·기타,지방세,2,104
2025-Q3,국민의힘,지방재정·기타,지방재정,5,514
2025-Q3,국민의힘,지방행정,자치인력개발,1,1
2025-Q3,국민의힘,지방행정,지방행정,4,1272
2025-Q3,국민의힘,지방행정,지역균형발전,3,828
2025-Q3,기본소득당,재난·안전,안전및재난,1,7
2025-Q3,기본소득당,정부혁신·행정지원,정부의전,1,88
2025-Q3,기본소득당,정부혁신·행정지원,정부혁신,3,39
2025-Q3,기본소득당,지방재정·기타,지방재정,1,3
2025-Q3,기본소득당,지방행정,지방행정,1,3
2025-Q3,더불어민주당,인공지능·디지털 정부,국가기록물,1,64
2025-Q3,더불어민주당,인공지능·디지털 정부,전자정부,1,8
2025-Q3,더불어민주당,재난·안전,국민안전행정지원,2,121
2025-Q3,더불어민주당,재난·안전,복구지원,2,457
2025-Q3,더불어민주당,재난·안전,안전및재난,3,1053
2025-Q3,더불어민주당,정부혁신·행정지원,국가적중장기과제추진·지원,2,638
2025-Q3,더불어민주당,정부혁신·행정지원,정부의전,4,6219
2025-Q3,더불어민주당,정부혁신·행정지원,정부혁신,6,6201
2025-Q3,더불어민주당,정부혁신·행정지원,조직관리,1,8
2025-Q3,더불어민주당,지방재정·기타,지방세,2,494
2025-Q3,더불어민주당,지방재정·기타,지방재정,5,1226
2025-Q3,더불어민주당,지방행정,자치인력개발,1,8
2025-Q3,더불어민주당,지방행정,지방행정,6,3509
2025-Q3,더불어민주당,지방행정,지역균형발전,3,1988
2025-Q3,미분류,재난·안전,복구지원,1,350
2025-Q3,미분류,재난·안전,안전및재난,2,130
2025-Q3,미분류,정부혁신·행정지원,국가적중장기과제추진·지원,1,608
2025-Q3,미분류,정부혁신·행정지원,정부의전,2,2325
2025-Q3,미분류,정부혁신·행정지원,정부혁신,4,324
2025-Q3,미분류,지방재정·기타,지방세,1,100
2025-Q3,미분류,지방재정·기타,지방재정,4,338
2025-Q3,미분류,지방행정,지방행정,3,2011
2025-Q3,미분류,지방행정,지역균형발전,2,1355
2025-Q3,조국혁신당,인공지능·디지털 정부,국가기록물,1,16
2025-Q3,조국혁신당,인공지능·디지털 정부,전자정부,1,2
2025-Q3,조국혁신당,재난·안전,국민안전행정지원,1,30
2025-Q3,조국혁신당,재난·안전,복구지원,2,67
2025-Q3,조국혁신당,재난·안전,안전및재난,2,133
2025-Q3,조국혁신당,정부혁신·행정지원,국가적중장기과제추진·지원,1,2
2025-Q3,조국혁신당,정부혁신·행정지원,정부의전,4,373
2025-Q3,조국혁신당,정부혁신·행정지원,정부혁신,5,305
2025-Q3,조국혁신당,정부혁신·행정지원,조직관리,1,2
2025-Q3,조국혁신당,지방재정·기타,지방세,2,110
2025-Q3,조국혁신당,지방재정·기타,지방재정,4,77
2025-Q3,조국혁신당,지방행정,자치인력개발,1,2
2025-Q3,조국혁신당,지방행정,지방행정,3,389
2025-Q3,조국혁신당,지방행정,지역균형발전,3,216
2025-Q4,국민의힘,인공지능·디지털 정부,국가기록물,1,7
2025-Q4,국민의힘,인공지능·디지털 정부,전자정부,1,42
2025-Q4,국민의힘,재난·안전,국민안전행정지원,1,42
2025-Q4,국민의힘,재난·안전,안전및재난,2,359
2025-Q4,국민의힘,정부혁신·행정지원,정부의전,1,168
2025-Q4,국민의힘,정부혁신·행정지원,정부혁신,4,120
2025-Q4,국민의힘,정부혁신·행정지원,조직관리,1,21
2025-Q4,국민의힘,지방재정·기타,지방세,1,25669
2025-Q4,국민의힘,지방재정·기타,지방재정,5,841
2025-Q4,국민의힘,지방행정,자치인력개발,1,546
2025-Q4,국민의힘,지방행정,지방행정,1,273
2025-Q4,기본소득당,인공지능·디지털 정부,국가기록물,2,9
2025-Q4,기본소득당,인공지능·디지털 정부,전자정부,2,51
2025-Q4,기본소득당,재난·안전,국민안전행정지원,2,59
2025-Q4,기본소득당,재난·안전,안전및재난,2,205
2025-Q4,기본소득당,정부혁신·행정지원,정부의전,1,192
2025-Q4,기본소득당,정부혁신·행정지원,정부혁신,3,60
2025-Q4,기본소득당,정부혁신·행정지원,조직관리,2,26
2025-Q4,기본소득당,지방재정·기타,지방세,1,9
2025-Q4,기본소득당,지방재정·기타,지방재정,2,58
2025-Q4,기본소득당,지방행정,자치인력개발,1,1
2025-Q4,기본소득당,지방행정,지방행정,2,337
2025-Q4,기본소득당,지방행정,지역균형발전,1,3
2025-Q4,더불어민주당,인공지능·디지털 정부,국가기록물,2,42
2025-Q4,더불어민주당,인공지능·디지털 정부,전자정부,2,210
2025-Q4,더불어민주당,재난·안전,국민안전행정지원,2,322
2025-Q4,더불어민주당,재난·안전,안전및재난,3,1508
2025-Q4,더불어민주당,정부혁신·행정지원,정부의전,1,672
2025-Q4,더불어민주당,정부혁신·행정지원,정부혁신,9,398
2025-Q4,더불어민주당,정부혁신·행정지원,조직관리,2,112
2025-Q4,더불어민주당,지방재정·기타,지방세,3,98260
2025-Q4,더불어민주당,지방재정·기타,지방재정,5,2985
2025-Q4,더불어민주당,지방행정,자치인력개발,2,963
2025-Q4,더불어민주당,지방행정,지방행정,2,1452
2025-Q4,더불어민주당,지방행정,지역균형발전,1,42
2025-Q4,미분류,인공지능·디지털 정부,국가기록물,1,7
2025-Q4,미분류,인공지능·디지털 정부,전자정부,1,42
2025-Q4,미분류,재난·안전,국민안전행정지원,1,42
2025-Q4,미분류,재난·안전,안전및재난,2,433
2025-Q4,미분류,정부혁신·행정지원,정부의전,1,168
2025-Q4,미분류,정부혁신·행정지원,정부혁신,4,59
2025-Q4,미분류,정부혁신·행정지원,조직관리,1,21
2025-Q4,미분류,지방재정·기타,지방세,2,134337
2025-Q4,미분류,지방재정·기타,지방재정,5,3857
2025-Q4,미분류,지방행정,자치인력개발,1,1058
2025-Q4,미분류,지방행정,지방행정,1,274
2025-Q4,조국혁신당,인공지능·디지털 정부,국가기록물,2,3
2025-Q4,조국혁신당,인공지능·디지털 정부,전자정부,2,12
2025-Q4,조국혁신당,재난·안전,국민안전행정지원,2,28
2025-Q4,조국혁신당,재난·안전,안전및재난,3,109
2025-Q4,조국혁신당,정부혁신·행정지원,정부의전,1,24
2025-Q4,조국혁신당,정부혁신·행정지원,정부혁신,3,24
2025-Q4,조국혁신당,정부혁신·행정지원,조직관리,2,7
2025-Q4,조국혁신당,지방재정·기타,지방세,2,2141
2025-Q4,조국혁신당,지방재정·기타,지방재정,3,102
2025-Q4,조국혁신당,지방행정,자치인력개발,2,46
2025-Q4,조국혁신당,지방행정,지방행정,2,89
2025-Q4,조국혁신당,지방행정,지역균형발전,1,6
2025-Q4,진보당,인공지능·디지털 정부,국가기록물,1,1
2025-Q4,진보당,인공지능·디지털 정부,전자정부,1,3
2025-Q4,진보당,재난·안전,국민안전행정지원,1,11
2025-Q4,진보당,재난·안전,안전및재난,1,37
2025-Q4,진보당,정부혁신·행정지원,정부혁신,1,9
2025-Q4,진보당,정부혁신·행정지원,조직관리,1,2
2025-Q4,진보당,지방재정·기타,지방세,1,9
2025-Q4,진보당,지방재정·기타,지방재정,1,4
2025-Q4,진보당,지방행정,자치인력개발,1,1
2025-Q4,진보당,지방행정,지방행정,1,25
2025-Q4,진보당,지방행정,지역균형발전,1,3
2026-Q1,국민의힘,정부혁신·행정지원,조직관리,1,185
2026-Q1,국민의힘,지방행정,지방행정,1,132
2026-Q1,기본소득당,정부혁신·행정지원,조직관리,1,13
2026-Q1,기본소득당,지방행정,지방행정,1,3
2026-Q1,더불어민주당,인공지능·디지털 정부,국가기록물,1,19
2026-Q1,더불어민주당,인공지능·디지털 정부,전자정부,1,38
2026-Q1,더불어민주당,재난·안전,국민안전행정지원,1,266
2026-Q1,더불어민주당,재난·안전,안전및재난,1,1083
2026-Q1,더불어민주당,재난·안전,재난예방,1,19
2026-Q1,더불어민주당,정부혁신·행정지원,국가적중장기과제추진·지원,1,38
2026-Q1,더불어민주당,정부혁신·행정지원,정부혁신,1,798
2026-Q1,더불어민주당,정부혁신·행정지원,조직관리,1,581
2026-Q1,더불어민주당,지방재정·기타,지방세,1,76
2026-Q1,더불어민주당,지방재정·기타,지방재정,1,190
2026-Q1,더불어민주당,지방행정,지방행정,2,843
2026-Q1,더불어민주당,지방행정,지역균형발전,1,247
2026-Q1,미분류,인공지능·디지털 정부,국가기록물,1,3
2026-Q1,미분류,인공지능·디지털 정부,전자정부,1,6
2026-Q1,미분류,재난·안전,국민안전행정지원,1,42
2026-Q1,미분류,재난·안전,안전및재난,1,171
2026-Q1,미분류,재난·안전,재난예방,1,3
2026-Q1,미분류,정부혁신·행정지원,국가적중장기과제추진·지원,1,6
2026-Q1,미분류,정부혁신·행정지원,정부혁신,1,126
2026-Q1,미분류,정부혁신·행정지원,조직관리,1,109
2026-Q1,미분류,지방재정·기타,지방세,1,12
2026-Q1,미분류,지방재정·기타,지방재정,1,30
2026-Q1,미분류,지방행정,지방행정,2,327
2026-Q1,미분류,지방행정,지역균형발전,1,39
2026-Q1,새로운미래,인공지능·디지털 정부,국가기록물,1,1
2026-Q1,새로운미래,인공지능·디지털 정부,전자정부,1,2
2026-Q1,새로운미래,재난·안전,국민안전행정지원,1,14
2026-Q1,새로운미래,재난·안전,안전및재난,1,57
2026-Q1,새로운미래,재난·안전,재난예방,1,1
2026-Q1,새로운미래,정부혁신·행정지원,국가적중장기과제추진·지원,1,2
2026-Q1,새로운미래,정부혁신·행정지원,정부혁신,1,42
2026-Q1,새로운미래,정부혁신·행정지원,조직관리,1,2
2026-Q1,새로운미래,지방재정·기타,지방세,1,4
2026-Q1,새로운미래,지방재정·기타,지방재정,1,10
2026-Q1,새로운미래,지방행정,지방행정,1,36
2026-Q1,새로운미래,지방행정,지역균형발전,1,13
2026-Q1,조국혁신당,인공지능·디지털 정부,국가기록물,1,5
2026-Q1,조국혁신당,인공지능·디지털 정부,전자정부,1,10
2026-Q1,조국혁신당,재난·안전,국민안전행정지원,1,70
2026-Q1,조국혁신당,재난·안전,안전및재난,1,285
2026-Q1,조국혁신당,재난·안전,재난예방,1,5
2026-Q1,조국혁신당,정부혁신·행정지원,국가적중장기과제추진·지원,1,10
2026-Q1,조국혁신당,정부혁신·행정지원,정부혁신,1,210
2026-Q1,조국혁신당,정부혁신·행정지원,조직관리,1,22
2026-Q1,조국혁신당,지방재정·기타,지방세,1,20
2026-Q1,조국혁신당,지방재정·기타,지방재정,1,50
2026-Q1,조국혁신당,지방행정,지방행정,2,183
2026-Q1,조국혁신당,지방행정,지역균형발전,1,65
2026-Q1,진보당,인공지능·디지털 정부,국가기록물,1,1
2026-Q1,진보당,인공지능·디지털 정부,전자정부,1,2
2026-Q1,진보당,재난·안전,국민안전행정지원,1,14
2026-Q1,진보당,재난·안전,안전및재난,1,57
2026-Q1,진보당,재난·안전,재난예방,1,1
2026-Q1,진보당,정부혁신·행정지원,국가적중장기과제추진·지원,1,2
2026-Q1,진보당,정부혁신·행정지원,정부혁신,1,42
2026-Q1,진보당,정부혁신·행정지원,조직관리,1,2
2026-Q1,진보당,지방재정·기타,지방세,1,4
2026-Q1,진보당,지방재정·기타,지방재정,1,10
2026-Q1,진보당,지방행정,지방행정,1,36
2026-Q1,진보당,지방행정,지역균형발전,1,13
